"","GEOID","elevation"
"5629","3441495",459.32
"5630","2225545",68.9
"5631","2240595",26.25
"5632","2241645",187.01
"5633","2263890",65.62
"5634","2261440",6.56
"5635","2832110",124.67
"5636","2879620",180.45
"5637","2800680",272.31
"5638","2814140",370.73
"5639","0469872",1210.63
"5640","0410460",1197.51
"5641","5437444",1791.34
"5642","5407228",964.57
"5643","5449732",1187.66
"5644","5414716",1437.01
"5645","5455132",1272.97
"5646","5447788",1253.28
"5647","5438260",803.81
"5648","5445580",718.5
"5649","5436292",2011.15
"5650","5452588",2660.76
"5651","5431756",1899.61
"5652","4275432",1420.6
"5653","1853676",436.35
"5654","1885724",826.77
"5655","1806292",748.03
"5656","1827252",777.56
"5657","1846782",734.91
"5658","1881494",695.54
"5659","1810774",541.34
"5660","1871774",1161.42
"5661","1848618",980.97
"5662","0535170",134.51
"5663","3931434",1030.18
"5664","4243704",479
"5665","3738170",839.9
"5666","3128315",3533.46
"5667","3408020",587.27
"5668","3414590",413.39
"5669","3448840",564.3
"5670","3467770",298.56
"5671","3425020",118.11
"5672","3479715",75.46
"5673","3467650",587.27
"5674","4220664",915.35
"5675","4200764",715.22
"5676","4245452",908.79
"5677","4204344",1066.27
"5678","4236064",1066.27
"5679","4251240",1545.28
"5680","4211976",390.42
"5681","4847406",393.7
"5682","4850924",400.26
"5683","1982290",849.74
"5684","1713230",610.24
"5685","1716431",590.55
"5686","1780255",652.89
"5687","1700178",649.61
"5688","1812880",1046.59
"5689","1853712",748.03
"5690","1817812",620.08
"5691","1810036",902.23
"5692","2459375",131.23
"5693","4801858",239.5
"5694","4265848",1190.94
"5695","4248064",1040.03
"5696","4242328",1640.42
"5697","4218608",1335.3
"5698","4221176",1161.42
"5699","4206280",1781.5
"5700","4237656",1975.07
"5701","4285088",1735.56
"5702","4264296",2050.52
"5703","4283720",1443.57
"5704","4241376",1187.66
"5705","4223720",1076.12
"5706","4280336",419.95
"5707","4268248",688.98
"5708","3622370",104.99
"5709","3645700",347.77
"5710","3677948",705.38
"5711","0602420",144.36
"5712","4222104",524.93
"5713","4279682",505.25
"5714","3426520",52.49
"5715","0637918",3615.49
"5716","0656294",2404.86
"5717","3414230",91.86
"5718","3634044",341.21
"5719","3625934",285.43
"5720","3635738",1161.42
"5721","3611550",1433.73
"5722","3675726",856.3
"5723","3684011",803.81
"5724","5330030",-282.15
"5725","5331540",22.97
"5726","5308885",255.91
"5727","5308640",787.4
"5728","5337100",383.86
"5729","0662860",416.67
"5730","2641540",728.35
"5731","2637620",728.35
"5732","2674380",774.28
"5733","2741804",1210.63
"5734","2722904",780.84
"5735","0668308",702.1
"5736","5170715",22.97
"5737","5107400",744.75
"5738","5150200",777.56
"5739","5114904",45.93
"5740","2500530",75.46
"5741","2538230",160.76
"5742","0668266",698.82
"5743","4822768",88.58
"5744","4864244",82.02
"5745","3510750",4301.18
"5746","3404400",29.53
"5747","0673178",249.34
"5748","3471250",6.56
"5749","4869380",3503.94
"5750","0660088",600.39
"5751","4804462",95.14
"5752","4869596",127.95
"5753","0531390",265.75
"5754","0607578",55.77
"5755","0640592",134.51
"5756","0655044",68.9
"5757","1211650",6.56
"5758","0952210",121.39
"5759","0975200",508.53
"5760","0926370",55.77
"5761","5337917",498.69
"5762","5341645",360.89
"5763","5357140",193.57
"5764","5330690",42.65
"5765","4913740",8766.4
"5766","4906920",5344.49
"5767","4105700",328.08
"5768","4180750",380.58
"5769","3508860",7434.38
"5770","3524960",7522.97
"5771","3511520",6190.94
"5772","4822593",121.39
"5773","4802290",285.43
"5774","4809796",3231.63
"5775","4865240",2450.79
"5776","4813570",196.85
"5777","4857566",262.47
"5778","4825038",741.47
"5779","4866536",741.47
"5780","4862468",36.09
"5781","4834478",16.4
"5782","4814692",449.48
"5783","4812562",761.15
"5784","4847676",2696.85
"5785","0278680",511.81
"5786","5618225",6095.8
"5787","5659332",5511.81
"5788","4639020",1286.09
"5789","4226432",104.99
"5790","4253856",577.43
"5791","4276724",725.07
"5792","3908826",1118.77
"5793","5011050",1348.43
"5794","4262736",462.6
"5795","4228768",1135.17
"5796","3703220",2211.29
"5797","1223050",29.53
"5798","0876190",8477.69
"5799","0949180",331.36
"5800","4009612",1007.22
"5801","4083050",912.07
"5802","1841652",659.45
"5803","0987350",912.07
"5804","1211597",32.81
"5805","3543300",5771
"5806","3559750",5666.01
"5807","0416360",6131.89
"5808","0450340",8087.27
"5809","0475310",6496.06
"5810","0474120",4977.03
"5811","0402410",3530.18
"5812","0477415",5337.93
"5813","5361235",252.62
"5814","5335450",-246.06
"5815","0829295",10908.79
"5816","0835400",8149.61
"5817","0867500",7726.38
"5818","3664716",1269.69
"5819","3659322",541.34
"5820","3623822",761.15
"5821","5125877",72.18
"5822","1240950",137.8
"5823","1246725",68.9
"5824","1256475",39.37
"5825","1231275",55.77
"5826","1867608",679.13
"5827","1835104",807.09
"5828","5553500",1558.4
"5829","3414758",144.36
"5830","3442540",88.58
"5831","3464865",131.23
"5832","3673495",1814.3
"5833","1728612",780.84
"5834","0634302",908.79
"5835","0646660",-147.64
"5836","4021150",807.09
"5837","4123550",413.39
"5838","4157850",2280.18
"5839","3969666",987.53
"5840","1240985",13.12
"5841","1251400",29.53
"5842","1254357",22.97
"5843","1277137",13.12
"5844","0957180",193.57
"5845","1214700",13.12
"5846","0633861",98.43
"5847","1254175",29.53
"5848","1216100",39.37
"5849","0838480",7168.64
"5850","0868985",6771.65
"5851","0883175",4379.92
"5852","0852210",6988.19
"5853","0807420",4386.48
"5854","0866995",4468.5
"5855","0807580",8372.7
"5856","0852820",6817.59
"5857","3023500",3487.53
"5858","3070150",4389.76
"5859","3048250",6312.34
"5860","3075250",3028.22
"5861","3048175",4826.12
"5862","4640580",1282.81
"5863","3568500",6197.51
"5864","3583830",6486.22
"5865","3757580",3.28
"5866","3758940",9.84
"5867","3722280",13.12
"5868","3710460",853.02
"5869","3720420",656.17
"5870","5160888",157.48
"5871","0684004",731.63
"5872","0613910",5111.55
"5873","0253820",13.12
"5874","5567320",1332.02
"5875","0203110",351.05
"5876","0250190",1420.6
"5877","0254480",488.85
"5878","0259540",114.83
"5879","0212350",1213.91
"5880","0261788",141.08
"5881","0686216",882.55
"5882","1231025",111.55
"5883","1267270",95.14
"5884","1270525",101.71
"5885","1209415",85.3
"5886","0655751",285.43
"5887","4835828",2391.73
"5888","1264547",39.37
"5889","1237275",95.14
"5890","0860655",6617.45
"5891","3055450",3221.78
"5892","4270640",1847.11
"5893","0413540",567.59
"5894","0408020",183.73
"5895","0451800",124.67
"5896","0419790",114.83
"5897","0404710",127.95
"5898","0603694",685.7
"5899","0606935",374.02
"5900","0685222",987.53
"5901","0608716",3126.64
"5902","0648592",278.87
"5903","0659906",570.87
"5904","0660592",262.47
"5905","0645386",91.86
"5906","0615030",498.69
"5907","0672492",7116.14
"5908","0620298",3326.77
"5909","0616762",65.62
"5910","0640872",242.78
"5911","0634708",1000.66
"5912","0604632",190.29
"5913","0672338",347.77
"5914","0621558",501.97
"5915","1802890",695.54
"5916","4834671",4028.87
"5917","4859210",3730.31
"5918","3927776",846.46
"5919","3952780",843.18
"5920","4971255",4396.33
"5921","4828200",2959.32
"5922","4105150",4360.24
"5923","1954750",695.54
"5924","1512400",187.01
"5925","1566500",521.65
"5926","0610914",4872.05
"5927","0617267",4681.76
"5928","0636364",4192.91
"5929","0673654",4340.55
"5930","1234000",154.2
"5931","0803015",5078.74
"5932","4877336",216.54
"5933","4841782",262.47
"5934","5021850",807.09
"5935","0649796",482.28
"5936","0655604",479
"5937","0618986",1112.2
"5938","0661012",246.06
"5939","0607246",262.47
"5940","0664252",22.97
"5941","0681312",226.38
"5942","0611915",383.86
"5943","0614708",55.77
"5944","0616714",6.56
"5945","0625590",13.12
"5946","1741404",603.67
"5947","1802116",912.07
"5948","1742002",600.39
"5949","2372830",75.46
"5950","1853586",761.15
"5951","5338705",1732.28
"5952","3901588",859.58
"5953","3955314",984.25
"5954","3922260",935.04
"5955","3905676",889.11
"5956","3954320",967.85
"5957","3912854",928.48
"5958","3975392",1013.78
"5959","4212512",2024.28
"5960","4225568",1115.49
"5961","4261432",961.29
"5962","4208432",410.1
"5963","4278608",1322.18
"5964","4282952",823.49
"5965","4253872",337.93
"5966","4277016",1204.07
"5967","4202826",337.93
"5968","4231038",275.59
"5969","4202040",1076.12
"5970","4236712",938.32
"5971","4216136",1066.27
"5972","2211825",180.45
"5973","2251800",19.69
"5974","2229150",13.12
"5975","2276440",3.28
"5976","4601450",1374.67
"5977","1916320",1204.07
"5978","1946785",1108.92
"5979","1939180",1315.62
"5980","3141340",1181.1
"5981","2441175",2509.84
"5982","2463425",941.6
"5983","2419975",1105.64
"5984","2444525",2030.84
"5985","2458215",1889.76
"5986","2455950",1732.28
"5987","0614554",65.62
"5988","0646338",82.02
"5989","0100100",679.13
"5990","0172408",679.13
"5991","0169672",531.5
"5992","1248055",-3.28
"5993","1256955",249.34
"5994","0622524",65.62
"5995","3915008",1194.23
"5996","3974566",977.69
"5997","3928882",905.51
"5998","3935826",695.54
"5999","3944128",692.26
"6000","3941188",1154.86
"6001","3970464",1007.22
"6002","3924024",1158.14
"6003","1869246",636.48
"6004","3126150",1515.75
"6005","4530220",961.29
"6006","4574725",334.65
"6007","1351744",1722.44
"6008","4276336",1131.89
"6009","4207208",439.63
"6010","4217680",885.83
"6011","4222600",2043.96
"6012","4284248",538.06
"6013","1202275",52.49
"6014","1251150",98.43
"6015","1021387",19.69
"6016","1061720",42.65
"6017","4233840",1108.92
"6018","2466150",633.2
"6019","2452225",666.01
"6020","2441700",705.38
"6021","2403575",449.48
"6022","2450375",538.06
"6023","2462775",853.02
"6024","5147296",269.03
"6025","5102248",308.4
"6026","2703214",928.48
"6027","2756212",1532.15
"6028","2754596",1207.35
"6029","4006500",898.95
"6030","4003815",554.46
"6031","4756800",977.69
"6032","0467295",3805.77
"6033","0446840",4320.87
"6034","0423955",4770.34
"6035","0447750",2011.15
"6036","0474665",5853.02
"6037","0461690",3248.03
"6038","0412150",2089.9
"6039","0478680",1420.6
"6040","0438600",5600.39
"6041","0407915",2923.23
"6042","1350820",180.45
"6043","3659619",980.97
"6044","3659993",269.03
"6045","3665332",413.39
"6046","3639463",895.67
"6047","3678487",321.52
"6048","4050975",1171.26
"6049","4022350",436.35
"6050","3301940",666.01
"6051","3304660",672.57
"6052","2536020",288.71
"6053","2556165",124.67
"6054","5084025",577.43
"6055","4818134",101.71
"6056","2524855",288.71
"6057","2451575",19.69
"6058","1344956",820.21
"6059","4233672",1722.44
"6060","1718641",426.51
"6061","1726467",521.65
"6062","2017875",1181.1
"6063","2022900",1354.99
"6064","2036735",1112.2
"6065","2036739",1092.52
"6066","1818550",610.24
"6067","1837674",816.93
"6068","1849212",830.05
"6069","1884338",587.27
"6070","3123725",1774.93
"6071","0838425",3982.94
"6072","3928058",862.86
"6073","5126875",442.91
"6074","5165776",288.71
"6075","0479590",2221.13
"6076","0480430",1932.41
"6077","3584950",3720.47
"6078","3580470",8103.67
"6079","3528670",4156.82
"6080","3564370",4107.61
"6081","3566765",6092.52
"6082","3551840",4606.3
"6083","3567520",6417.32
"6084","3577100",6427.17
"6085","3301220",295.28
"6086","3333620",984.25
"6087","2148072",406.82
"6088","2103412",364.17
"6089","2148234",423.23
"6090","2118190",629.92
"6091","2172570",429.79
"6092","2150124",744.75
"6093","2142112",2106.3
"6094","2148810",1066.27
"6095","2135398",1033.46
"6096","3030550",4179.79
"6097","2436512",383.86
"6098","2460275",354.33
"6099","4245848",764.44
"6100","1803610",721.78
"6101","1868004",698.82
"6102","4256232",984.25
"6103","4234592",597.11
"6104","4263976",928.48
"6105","4226376",246.06
"6106","4273264",334.65
"6107","2455018",45.93
"6108","2451940",226.38
"6109","5077800",1236.88
"6110","3940096",1171.26
"6111","3833050",1925.85
"6112","3840740",1453.41
"6113","3859820",1555.12
"6114","4621380",1292.65
"6115","4633900",1286.09
"6116","5527412",797.24
"6117","4605580",1774.93
"6118","3104545",4140.42
"6119","3106680",2887.14
"6120","3148340",1551.84
"6121","3558420",4852.36
"6122","3580820",5826.77
"6123","3537860",6407.48
"6124","3525870",5318.24
"6125","3537407",4271.65
"6126","3560205",4330.71
"6127","3550515",4294.62
"6128","3536090",6719.16
"6129","3525100",4606.3
"6130","3534900",5875.98
"6131","3533130",7716.54
"6132","4549975",869.42
"6133","3748940",285.43
"6134","3765020",55.77
"6135","4905380",5187.01
"6136","4974040",5928.48
"6137","3978078",1092.52
"6138","3941860",1043.31
"6139","5641860",6660.1
"6140","2935486",958.01
"6141","2921340",948.16
"6142","2918190",826.77
"6143","2930844",321.52
"6144","2925948",731.63
"6145","2977794",1161.42
"6146","2940880",816.93
"6147","0823520",6807.74
"6148","0838910",5843.18
"6149","4286776",357.61
"6150","4205152",583.99
"6151","4256624",390.42
"6152","2429000",249.34
"6153","2445825",160.76
"6154","1245775",29.53
"6155","1267725",0
"6156","3401480",331.36
"6157","3648241",295.28
"6158","3126595",3375.98
"6159","3142285",3241.47
"6160","3149320",3284.12
"6161","5606480",3540.03
"6162","3637198",167.32
"6163","5557008",662.73
"6164","3205125",4596.46
"6165","3223900",6948.82
"6166","3234700",4251.97
"6167","3248400",4904.86
"6168","3252200",5830.05
"6169","3258820",4819.55
"6170","0641390",4448.82
"6171","4840188",278.87
"6172","4822898",223.1
"6173","4865210",219.82
"6174","4843465",246.06
"6175","4848315",223.1
"6176","4812226",183.73
"6177","4839994",324.8
"6178","4824015",278.87
"6179","4841424",229.66
"6180","4856644",193.57
"6181","4860380",347.77
"6182","4824738",278.87
"6183","4853970",262.47
"6184","4862318",187.01
"6185","4827124",702.1
"6186","4826130",223.1
"6187","4814880",29.53
"6188","0953400",1420.6
"6189","0172672",997.38
"6190","0128408",223.1
"6191","0178120",347.77
"6192","0125216",137.8
"6193","2030250",1013.78
"6194","2052175",1856.96
"6195","2061100",1502.62
"6196","2028200",885.83
"6197","2044600",3221.78
"6198","2056000",1026.9
"6199","4204488",242.78
"6200","4203464",1256.56
"6201","4274864",1256.56
"6202","1231030",111.55
"6203","3702760",2211.29
"6204","1861866",813.65
"6205","4202144",1443.57
"6206","4218664",1551.84
"6207","4254264",1085.96
"6208","4264188",734.91
"6209","3341940",872.7
"6210","4852302",636.48
"6211","3630202",85.3
"6212","3634198",118.11
"6213","0614764",1135.17
"6214","0673700",2831.36
"6215","4955760",4599.74
"6216","0417500",534.78
"6217","0478820",4146.98
"6218","0478865",3257.87
"6219","0251960",3845.14
"6220","1580470",39.37
"6221","1557650",748.03
"6222","4844038",557.74
"6223","1272425",95.14
"6224","2918910",524.93
"6225","3863700",1827.43
"6226","1912675",1128.61
"6227","1937875",1184.38
"6228","1971715",1223.75
"6229","3638946",324.8
"6230","0621210",295.28
"6231","0622360",459.32
"6232","0657568",360.89
"6233","0670966",6564.96
"6234","0686734",360.89
"6235","0675596",4603.02
"6236","3907377",672.57
"6237","4241700",1627.3
"6238","1967890",708.66
"6239","1951600",780.84
"6240","1936030",784.12
"6241","1975540",928.48
"6242","1932925",980.97
"6243","1923520",744.75
"6244","2448025",59.06
"6245","2407625",39.37
"6246","5413684",2716.54
"6247","5414212",1496.06
"6248","5436628",1125.33
"6249","5420764",1217.19
"6250","3644792",45.93
"6251","3651517",42.65
"6252","3654551",124.67
"6253","3669001",78.74
"6254","3676287",141.08
"6255","3335460",606.96
"6256","3453205",-9.84
"6257","3478350",36.09
"6258","2653520",1594.49
"6259","1868202",731.63
"6260","1882034",626.64
"6261","3070375",4783.46
"6262","3040685",4842.52
"6263","3082130",3494.09
"6264","3057475",3645.01
"6265","5561675",944.88
"6266","5579900",980.97
"6267","3216700",6272.97
"6268","2478120",-6.56
"6269","2485175",22.97
"6270","2460425",72.18
"6271","2650970",833.33
"6272","2665420",662.73
"6273","3972648",849.74
"6274","3921518",803.81
"6275","3962578",1089.24
"6276","3964136",1010.5
"6277","1247650",26.25
"6278","1257492",22.97
"6279","0632562",2824.8
"6280","3947445",1076.12
"6281","1363588",1345.14
"6282","3644479",305.12
"6283","0503010",561.02
"6284","5514450",1230.31
"6285","5504925",1381.23
"6286","1688660",5705.38
"6287","1668860",4458.66
"6288","1683170",4484.91
"6289","4180400",-39.37
"6290","4127850",173.88
"6291","4167600",4353.67
"6292","4151450",272.31
"6293","4835420",108.27
"6294","5312525",-190.29
"6295","5351830",1922.57
"6296","5311685",1466.54
"6297","1860210",597.11
"6298","1857222",656.17
"6299","1813888",606.96
"6300","1867518",577.43
"6301","1867194",875.98
"6302","1809334",810.37
"6303","1866312",935.04
"6304","1810900",639.76
"6305","1865178",652.89
"6306","1874870",784.12
"6307","1820188",882.55
"6308","1817794",757.87
"6309","1810594",790.68
"6310","1863432",616.8
"6311","1852146",721.78
"6312","2634620",869.42
"6313","2628060",669.29
"6314","2644760",705.38
"6315","2600480",682.41
"6316","2645144",1295.93
"6317","2411050",285.43
"6318","2425050",29.53
"6319","5132560",6.56
"6320","5110856",446.19
"6321","5105200",16.4
"6322","5114995",49.21
"6323","4877196",823.49
"6324","1207687",32.81
"6325","1275225",32.81
"6326","4814927",958.01
"6327","4840966",1128.61
"6328","0662200",2411.42
"6329","0651574",150.92
"6330","0684345",278.87
"6331","4841449",511.81
"6332","4860482",610.24
"6333","1259050",39.37
"6334","1264925",91.86
"6335","1768809",702.1
"6336","1834096",823.49
"6337","1841530",774.28
"6338","2062375",1417.32
"6339","2220050",6.56
"6340","2316200",101.71
"6341","2562780",1102.36
"6342","2959708",731.63
"6343","3071575",3343.18
"6344","3449290",590.55
"6345","3459500",114.83
"6346","3536300",5383.86
"6347","3444010",104.99
"6348","3455620",246.06
"6349","3512010",6899.61
"6350","3500240",4793.31
"6351","3664551",1482.94
"6352","3635710",967.85
"6353","3747485",36.09
"6354","3942966",1010.5
"6355","4078350",705.38
"6356","4267656",403.54
"6357","4217368",1066.27
"6358","4215860",1200.79
"6359","4226036",1299.21
"6360","1278063",29.53
"6361","4873928",255.91
"6362","0404880",1955.38
"6363","0478760",2490.16
"6364","3729560",6.56
"6365","4822000",42.65
"6366","4878640",3471.13
"6367","0509700",577.43
"6368","1340028",65.62
"6369","2964046",813.65
"6370","3030750",4019.03
"6371","2662400",980.97
"6372","2939170",1003.94
"6373","0967050",42.65
"6374","4948170",6414.04
"6375","4101800",492.13
"6376","3500310",6348.43
"6377","4850232",524.93
"6378","4872992",262.47
"6379","4847016",16.4
"6380","4845576",646.33
"6381","4243720",55.77
"6382","3962134",1085.96
"6383","4266864",498.69
"6384","3643511",111.55
"6385","3634803",354.33
"6386","3650276",108.27
"6387","3756100",183.73
"6388","3979982",603.67
"6389","3927944",869.42
"6390","4107550",613.52
"6391","4273224",2132.55
"6392","4259580",1230.31
"6393","4274848",751.31
"6394","4284856",334.65
"6395","4641180",1509.19
"6396","4670646",1295.93
"6397","4642620",1259.84
"6398","4658680",2772.31
"6399","4770900",853.02
"6400","4812045",29.53
"6401","4865378",209.97
"6402","4854186",32.81
"6403","5076150",1351.71
"6404","5131912",321.52
"6405","5160920",42.65
"6406","5456342",1122.05
"6407","5509575",833.33
"6408","2827580",104.99
"6409","2855160",108.27
"6410","5501500",935.04
"6411","5339230",180.45
"6412","1572468",4055.12
"6413","1709499",725.07
"6414","0968240",672.57
"6415","0906155",620.08
"6416","0534220",167.32
"6417","5519365",859.58
"6418","5528050",836.61
"6419","2344235",272.31
"6420","2669060",948.16
"6421","1770356",816.93
"6422","2475150",68.9
"6423","0657825",62.34
"6424","4041900",1141.73
"6425","0987980",354.33
"6426","5368410",442.91
"6427","5187410",55.77
"6428","0834685",3907.48
"6429","1216500",108.27
"6430","1236220",36.09
"6431","1247175",36.09
"6432","1869336",541.34
"6433","4672100",1689.63
"6434","4841728",32.81
"6435","4874667",219.82
"6436","5036100",1148.29
"6437","5173760",252.62
"6438","5315325",1827.43
"6439","5439412",2559.06
"6440","5520975",1174.54
"6441","1750699",511.81
"6442","1960285",1164.7
"6443","3019225",3497.38
"6444","3062650",6049.87
"6445","1859418",849.74
"6446","2855280",426.51
"6447","3564900",5895.67
"6448","3579210",3910.76
"6449","4069392",688.98
"6450","4239648",255.91
"6451","4247464",613.52
"6452","4824018",170.6
"6453","5019600",1003.94
"6454","0686720",2129.27
"6455","2465550",616.8
"6456","3540360",5738.19
"6457","5180224",570.87
"6458","3553590",6400.92
"6459","0649180",42.65
"6460","4810852",515.09
"6461","2972412",905.51
"6462","3474180",32.81
"6463","3026733",3530.18
"6464","3031825",4320.87
"6465","3037450",1945.54
"6466","4282920",360.89
"6467","0649726",2496.72
"6468","5538487",761.15
"6469","0603316",3205.38
"6470","4140050",170.6
"6471","0204430",3.28
"6472","0608338",137.8
"6473","0657582",232.94
"6474","1271300",32.81
"6475","0880370",5206.69
"6476","0858675",6863.52
"6477","4200104",1040.03
"6478","3009250",3530.18
"6479","3713100",856.3
"6480","0670518",597.11
"6481","3444345",36.09
"6482","3664441",9.84
"6483","4044900",695.54
"6484","4286976",908.79
"6485","4706020",1712.6
"6486","5409964",1541.99
"6487","1862856",675.85
"6488","2049550",990.81
"6489","3460840",114.83
"6490","3984528",849.74
"6491","4869708",75.46
"6492","1781295",695.54
"6493","3152855",3271
"6494","0673388",1217.19
"6495","2603300",623.36
"6496","5119560",236.22
"6497","0463050",5892.39
"6498","0440160",1056.43
"6499","0639114",508.53
"6500","0622370",98.43
"6501","0611614",242.78
"6502","0829240",7040.68
"6503","4286472",675.85
"6504","2558965",68.9
"6505","2372900",160.76
"6506","4240988",541.34
"6507","2570115",101.71
"6508","3103377",1053.15
"6509","3528530",6745.41
"6510","3610077",1118.77
"6511","2548710",65.62
"6512","4254268",282.15
"6513","4206960",675.85
"6514","0280770",49.21
"6515","0200870",13.12
"6516","0281320",121.39
"6517","4567165",118.11
"6518","1203250",91.86
"6519","4259672",1345.14
"6520","2708056",1256.56
"6521","1623410",2578.74
"6522","1319112",856.3
"6523","1949575",1223.75
"6524","2953454",1420.6
"6525","1738427",554.46
"6526","1330340",1187.66
"6527","3978834",964.57
"6528","3986632",816.93
"6529","4840984",859.58
"6530","1730159",718.5
"6531","5027925",1099.08
"6532","5348225",59.06
"6533","0456400",3996.06
"6534","0573730",1797.9
"6535","0662700",108.27
"6536","0602700",236.22
"6537","0849325",5987.53
"6538","0839800",8028.22
"6539","0956935",134.51
"6540","1271842",6.56
"6541","1260475",39.37
"6542","1240037",26.25
"6543","1245475",42.65
"6544","1718212",580.71
"6545","1805662",567.59
"6546","1851174",990.81
"6547","2064200",2956.04
"6548","2119288",419.95
"6549","2337375",29.53
"6550","2474350",744.75
"6551","2607620",1341.86
"6552","2685110",1259.84
"6553","2849640",446.19
"6554","3019800",3438.32
"6555","3011500",3969.82
"6556","3506220",6896.33
"6557","1706444",410.1
"6558","3466970",62.34
"6559","3439045",82.02
"6560","5187960",275.59
"6561","4243320",616.8
"6562","4813972",22.97
"6563","1744244",688.98
"6564","2221388",26.25
"6565","4026000",498.69
"6566","3053476",3871.39
"6567","3625120",311.68
"6568","2274340",114.83
"6569","5515100",1204.07
"6570","5552075",1220.47
"6571","0653294",75.46
"6572","1753078",590.55
"6573","3741600",9.84
"6574","0124280",685.7
"6575","0214110",816.93
"6576","0446087",554.46
"6577","0667070",882.55
"6578","0611754",524.93
"6579","0621061",239.5
"6580","0646223",269.03
"6581","1865826",741.47
"6582","1872638",718.5
"6583","1815202",544.62
"6584","2009050",1089.24
"6585","2312770",449.48
"6586","2336885",488.85
"6587","2520380",68.9
"6588","2914914",984.25
"6589","2902584",905.51
"6590","3063266",3123.36
"6591","3129120",4383.2
"6592","3431410",1289.37
"6593","3458860",341.21
"6594","3585860",6660.1
"6595","3622843",1387.8
"6596","3619308",754.59
"6597","3682260",288.71
"6598","0621530",3120.08
"6599","3932928",1053.15
"6600","4033250",751.31
"6601","4134650",741.47
"6602","0623812",1302.49
"6603","4265192",295.28
"6604","4509782",239.5
"6605","3075287",3211.94
"6606","3081980",3231.63
"6607","3054925",2395.01
"6608","0883500",7841.21
"6609","4853964",36.09
"6610","3634220",702.1
"6611","2239720",19.69
"6612","3676584",219.82
"6613","3668968",1289.37
"6614","4872656",170.6
"6615","4072950",695.54
"6616","4227672",1030.18
"6617","0214880",958.01
"6618","0225880",456.04
"6619","1268487",39.37
"6620","1211625",13.12
"6621","1209315",32.81
"6622","1738726",606.96
"6623","1802026",767.72
"6624","1837908",856.3
"6625","1954795",734.91
"6626","0655506",5505.25
"6627","2550285",95.14
"6628","2717882",1463.25
"6629","2839000",541.34
"6630","2940039",715.22
"6631","3070600",3254.59
"6632","3530035",6561.68
"6633","3632391",669.29
"6634","3615836",669.29
"6635","3637154",1440.29
"6636","3710532",255.91
"6637","3942210",1102.36
"6638","3971983",1040.03
"6639","4056950",721.78
"6640","4110100",164.04
"6641","4286288",45.93
"6642","4277144",374.02
"6643","4264000",1269.69
"6644","0656786",147.64
"6645","0619024",-19.69
"6646","4823398",187.01
"6647","4865532",203.41
"6648","0658814",265.75
"6649","5034675",1040.03
"6650","5149656",603.67
"6651","5350195",95.14
"6652","5404900",1135.17
"6653","5414630",1276.25
"6654","5637510",5669.29
"6655","1360508",341.21
"6656","5126736",1870.08
"6657","5355620",239.5
"6658","5425516",1076.12
"6659","5521525",803.81
"6660","5144620",1223.75
"6661","3512786",4822.83
"6662","3002350",6381.23
"6663","3410450",95.14
"6664","3418010",26.25
"6665","3551035",6033.46
"6666","3640486",639.76
"6667","3677513",439.63
"6668","3739060",26.25
"6669","3824620",1112.2
"6670","4112850",501.97
"6671","4240136",731.63
"6672","4225496",206.69
"6673","4259207",311.68
"6674","4641420",1233.6
"6675","0649684",3080.71
"6676","4801500",236.22
"6677","4843948",3238.19
"6678","4817426",249.34
"6679","5019975",383.86
"6680","5106712",45.93
"6681","5307485",1640.42
"6682","5404732",1833.99
"6683","5540450",784.12
"6684","5682967",4727.69
"6685","0911640",495.41
"6686","1842984",856.3
"6687","2004950",1922.57
"6688","2357115",662.73
"6689","2820610",95.14
"6690","3642488",213.25
"6691","3641036",889.11
"6692","3965298",921.92
"6693","4162412",1282.81
"6694","4265088",1482.94
"6695","4872948",59.06
"6696","5012175",1095.8
"6697","5488276",1246.72
"6698","2025900",843.18
"6699","1846566",800.52
"6700","2918838",249.34
"6701","4827748",265.75
"6702","1233958",91.86
"6703","1234275",91.86
"6704","1219025",85.3
"6705","1238690",42.65
"6706","3613442",91.86
"6707","1506325",1824.15
"6708","1541000",393.7
"6709","5337672",718.5
"6710","4208024",1089.24
"6711","4525405",72.18
"6712","4658332",1624.02
"6713","0664308",-285.43
"6714","4871236",374.02
"6715","4813128",200.13
"6716","5006700",2191.6
"6717","5041800",823.49
"6718","5157560",278.87
"6719","5350183",272.31
"6720","5442316",1017.06
"6721","5504525",1092.52
"6722","1274016",22.97
"6723","3027360",3566.27
"6724","3411410",26.25
"6725","3516490",6263.12
"6726","3682579",541.34
"6727","4237544",1099.08
"6728","4705840",616.8
"6729","5587000",1496.06
"6730","0404440",5150.92
"6731","0678949",475.72
"6732","3052185",3891.08
"6733","4008000",826.77
"6734","4611540",1807.74
"6735","5423020",1400.92
"6736","3475750",485.56
"6737","3630279",406.82
"6738","2408050",1384.51
"6739","3712186",22.97
"6740","0274350",984.25
"6741","0439720",3474.41
"6742","0425045",8471.13
"6743","0527610",203.41
"6744","0678750",272.31
"6745","0651820",354.33
"6746","0949110",377.3
"6747","1257908",193.57
"6748","3668374",62.34
"6749","3681419",134.51
"6750","1511500",318.24
"6751","3519110",5830.05
"6752","3563168",6938.98
"6753","3677585",1561.68
"6754","3953914",977.69
"6755","2105266",1135.17
"6756","0212970",429.79
"6757","2753458",1200.79
"6758","2256170",19.69
"6759","1835536",692.26
