January 2023 Contiguous U.S. County Maximum Temperature,,,,,,
Units: Degrees Fahrenheit,,,,,,
Missing: -99,,,,,,
Period of Record: 129 Years,,,,,,
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
GA-201,Miller County,Georgia,67.4,117,6.1,61.3
GA-205,Mitchell County,Georgia,66.6,117,5.6,61
GA-207,Monroe County,Georgia,62.9,119,6.8,56.1
GA-209,Montgomery County,Georgia,65.1,114,5.4,59.7
GA-211,Morgan County,Georgia,61.2,123,7.4,53.8
GA-213,Murray County,Georgia,56,121,6.6,49.4
GA-215,Muscogee County,Georgia,63.4,116,5.7,57.7
GA-217,Newton County,Georgia,61.6,126,8.2,53.4
GA-219,Oconee County,Georgia,59.9,122,7.3,52.6
GA-221,Oglethorpe County,Georgia,60.2,122,7.2,53
GA-223,Paulding County,Georgia,58.5,121,7.2,51.3
GA-225,Peach County,Georgia,63.7,117,6.2,57.5
GA-227,Pickens County,Georgia,56.1,123,7.3,48.8
GA-229,Pierce County,Georgia,68,112,5,63
GA-231,Pike County,Georgia,62.1,121,7.2,54.9
GA-233,Polk County,Georgia,58.8,120,6.9,51.9
GA-235,Pulaski County,Georgia,64.6,117,6.7,57.9
GA-237,Putnam County,Georgia,61.8,118,6.5,55.3
GA-239,Quitman County,Georgia,63.8,108,4.6,59.2
GA-241,Rabun County,Georgia,53.4,114,4.3,49.1
GA-243,Randolph County,Georgia,64.2,111,4.8,59.4
GA-245,Richmond County,Georgia,61.6,112,5.2,56.4
GA-247,Rockdale County,Georgia,60.8,126,8.3,52.5
GA-249,Schley County,Georgia,63.9,115,5.9,58
GA-251,Screven County,Georgia,64.3,110,5.7,58.6
GA-253,Seminole County,Georgia,68.2,116,6.3,61.9
GA-255,Spalding County,Georgia,62,124,7.7,54.3
GA-257,Stephens County,Georgia,56.6,115,4.6,52
GA-259,Stewart County,Georgia,63.8,112,5.1,58.7
GA-261,Sumter County,Georgia,64.7,117,6.1,58.6
GA-263,Talbot County,Georgia,62.9,116,6.3,56.6
GA-265,Taliaferro County,Georgia,61,120,6.5,54.5
GA-267,Tattnall County,Georgia,66.5,114,5.3,61.2
GA-269,Taylor County,Georgia,63.5,115,6.2,57.3
GA-271,Telfair County,Georgia,65,114,5.6,59.4
GA-273,Terrell County,Georgia,65,113,5.5,59.5
GA-275,Thomas County,Georgia,67.4,112,5.2,62.2
GA-277,Tift County,Georgia,65,112,5.2,59.8
GA-279,Toombs County,Georgia,65.8,114,5.4,60.4
GA-281,Towns County,Georgia,53.8,121,6,47.8
GA-283,Treutlen County,Georgia,64.2,113,5.2,59
GA-285,Troup County,Georgia,61.4,119,6.3,55.1
GA-287,Turner County,Georgia,65.1,117,6.2,58.9
GA-289,Twiggs County,Georgia,63.6,116,6.1,57.5
GA-291,Union County,Georgia,54.2,122,6.6,47.6
GA-293,Upson County,Georgia,62.7,119,6.6,56.1
GA-295,Walker County,Georgia,55.8,118,6.5,49.3
GA-297,Walton County,Georgia,59.8,123,7.5,52.3
GA-299,Ware County,Georgia,68.5,112,5.1,63.4
GA-301,Warren County,Georgia,61.1,115,5.8,55.3
GA-303,Washington County,Georgia,62.3,112,5.1,57.2
GA-305,Wayne County,Georgia,67.8,112,5.1,62.7
GA-307,Webster County,Georgia,64,113,5.3,58.7
GA-309,Wheeler County,Georgia,64.9,113,5.4,59.5
GA-311,White County,Georgia,55.4,122,5.8,49.6
GA-313,Whitfield County,Georgia,56.3,119,6.5,49.8
GA-315,Wilcox County,Georgia,64.9,117,6.5,58.4
GA-317,Wilkes County,Georgia,60.5,121,6.8,53.7
GA-319,Wilkinson County,Georgia,63.2,114,5.7,57.5
GA-321,Worth County,Georgia,65.6,116,5.9,59.7
ID-001,Ada County,Idaho,39.9,89,3,36.9
ID-003,Adams County,Idaho,31.7,68,1.1,30.6
ID-005,Bannock County,Idaho,29.8,52,-0.2,30
ID-007,Bear Lake County,Idaho,27.8,60,0.5,27.3
ID-009,Benewah County,Idaho,36.6,105,4.1,32.5
ID-011,Bingham County,Idaho,28.5,61,0.5,28.1
ID-013,Blaine County,Idaho,27.8,46,-0.4,28.2
ID-015,Boise County,Idaho,32.4,74,1.7,30.7
ID-017,Bonner County,Idaho,32.7,106,4.1,28.6
ID-019,Bonneville County,Idaho,27,58,0.3,26.7
ID-021,Boundary County,Idaho,31.3,105,4.7,26.6
ID-023,Butte County,Idaho,25.2,43,-1.2,26.4
ID-025,Camas County,Idaho,29.4,68,1.3,28.1
ID-027,Canyon County,Idaho,40.9,100,4,36.9
ID-029,Caribou County,Idaho,28.1,49,-0.4,28.5
ID-031,Cassia County,Idaho,31.7,46,-0.7,32.4
ID-033,Clark County,Idaho,24.4,50,-0.3,24.7
ID-035,Clearwater County,Idaho,33.8,89,2.8,31
ID-037,Custer County,Idaho,26.7,41,-0.4,27.1
ID-039,Elmore County,Idaho,34.6,72,1.5,33.1
ID-041,Franklin County,Idaho,29.9,63,0.7,29.2
ID-043,Fremont County,Idaho,24.7,60,0.3,24.4
ID-045,Gem County,Idaho,36,80,2.2,33.8
ID-047,Gooding County,Idaho,32.4,61,0.6,31.8
ID-049,Idaho County,Idaho,33.3,84,2.3,31
ID-051,Jefferson County,Idaho,25.1,54,-0.6,25.7
ID-053,Jerome County,Idaho,33.6,65,0.9,32.7
ID-055,Kootenai County,Idaho,36.4,113,5.5,30.9
ID-057,Latah County,Idaho,37.2,94,3.3,33.9
ID-059,Lemhi County,Idaho,26.7,51,0.3,26.4
ID-061,Lewis County,Idaho,36.5,88,2.5,34
ID-063,Lincoln County,Idaho,29.6,59,0.3,29.3
ID-065,Madison County,Idaho,25.6,55,-0.3,25.9
ID-067,Minidoka County,Idaho,30.3,53,-0.3,30.6
ID-069,Nez Perce County,Idaho,38.8,89,2.9,35.9
ID-071,Oneida County,Idaho,29.1,36,-2.2,31.3
ID-073,Owyhee County,Idaho,35.6,51,-0.4,36
ID-075,Payette County,Idaho,39.2,103,5,34.2
ID-077,Power County,Idaho,29.6,52,-0.8,30.4
ID-079,Shoshone County,Idaho,31.6,84,2.5,29.1
ID-081,Teton County,Idaho,25.1,54,-0.1,25.2
ID-083,Twin Falls County,Idaho,34.1,55,-0.2,34.3
ID-085,Valley County,Idaho,30.3,70,1.3,29
ID-087,Washington County,Idaho,33.8,76,1.7,32.1
IL-001,Adams County,Illinois,40.2,114,6.2,34
IL-003,Alexander County,Illinois,50.1,123,7.7,42.4
IL-005,Bond County,Illinois,45.2,124,8.1,37.1
IL-007,Boone County,Illinois,33.5,113,6.4,27.1
IL-009,Brown County,Illinois,40.1,112,6,34.1
IL-011,Bureau County,Illinois,36.2,116,6.8,29.4
IL-013,Calhoun County,Illinois,44.4,124,7.6,36.8
IL-015,Carroll County,Illinois,33.1,109,5.5,27.6
IL-017,Cass County,Illinois,41.8,123,7.6,34.2
IL-019,Champaign County,Illinois,40.5,119,7.2,33.3
IL-021,Christian County,Illinois,43.1,124,8.3,34.8
IL-023,Clark County,Illinois,44.4,124,8.6,35.8
IL-025,Clay County,Illinois,45.8,124,8.2,37.6
IL-027,Clinton County,Illinois,46.5,124,8.2,38.3
IL-029,Coles County,Illinois,42.8,123,8.1,34.7
IL-031,Cook County,Illinois,37.4,121,7.4,30
IL-033,Crawford County,Illinois,45.4,125,8.6,36.8
IL-035,Cumberland County,Illinois,43.6,124,8,35.6
IL-037,DeKalb County,Illinois,34.6,118,6.8,27.8
IL-039,De Witt County,Illinois,40.6,123,8.2,32.4
IL-041,Douglas County,Illinois,42,122,7.9,34.1
IL-043,DuPage County,Illinois,36.7,121,7.6,29.1
IL-045,Edgar County,Illinois,42.9,123,8,34.9
IL-047,Edwards County,Illinois,47.5,124,8.3,39.2
IL-049,Effingham County,Illinois,44.2,124,8.1,36.1
IL-051,Fayette County,Illinois,44.7,124,8.1,36.6
IL-053,Ford County,Illinois,39.4,120,7.2,32.2
IL-055,Franklin County,Illinois,48.3,123,8.1,40.2
IL-057,Fulton County,Illinois,39,113,6.3,32.7
IL-059,Gallatin County,Illinois,49.4,123,8.1,41.3
IL-061,Greene County,Illinois,43.7,123,7.3,36.4
IL-063,Grundy County,Illinois,37.3,119,6.9,30.4
IL-065,Hamilton County,Illinois,48.5,125,8.5,40
IL-067,Hancock County,Illinois,38.6,112,5.7,32.9
IL-069,Hardin County,Illinois,50,124,8.2,41.8
IL-071,Henderson County,Illinois,37.3,114,6.1,31.2
IL-073,Henry County,Illinois,35.1,111,5.5,29.6
IL-075,Iroquois County,Illinois,39,118,6.7,32.3
IL-077,Jackson County,Illinois,48.2,123,7.4,40.8
IL-079,Jasper County,Illinois,44.5,124,7.9,36.6
IL-081,Jefferson County,Illinois,47.9,125,8.7,39.2
IL-083,Jersey County,Illinois,45,124,7.8,37.2
IL-085,Jo Daviess County,Illinois,32.1,109,5.3,26.8
IL-087,Johnson County,Illinois,49.3,123,7.7,41.6
IL-089,Kane County,Illinois,35.6,121,7.4,28.2
IL-091,Kankakee County,Illinois,37.7,117,6.3,31.4
IL-093,Kendall County,Illinois,36.4,120,7,29.4
IL-095,Knox County,Illinois,36.6,113,5.9,30.7
IL-097,Lake County,Illinois,35.7,119,7.3,28.5
IL-099,LaSalle County,Illinois,36.5,116,6.8,29.7
IL-101,Lawrence County,Illinois,46.3,124,8.3,38
IL-103,Lee County,Illinois,34.5,114,6.4,28.1
IL-105,Livingston County,Illinois,38.8,121,7.6,31.2
IL-107,Logan County,Illinois,41.3,123,8.3,33
IL-109,McDonough County,Illinois,38.1,112,5.8,32.3
IL-111,McHenry County,Illinois,34.1,118,6.8,27.3
IL-113,McLean County,Illinois,39.6,121,7.8,31.8
IL-115,Macon County,Illinois,41.7,124,8.3,33.4
IL-117,Macoupin County,Illinois,43.9,124,8,35.9
IL-119,Madison County,Illinois,45.7,124,7.8,37.9
IL-121,Marion County,Illinois,46.2,124,8.4,37.8
IL-123,Marshall County,Illinois,38.2,120,7.5,30.7
IL-125,Mason County,Illinois,41,121,7.4,33.6
IL-127,Massac County,Illinois,50.7,124,8.1,42.6
IL-129,Menard County,Illinois,41.2,121,7.3,33.9
IL-131,Mercer County,Illinois,36.2,114,6.2,30
IL-133,Monroe County,Illinois,47.6,123,7.6,40
IL-135,Montgomery County,Illinois,44,124,8.3,35.7
IL-137,Morgan County,Illinois,42.4,124,8,34.4
IL-139,Moultrie County,Illinois,42.1,122,8,34.1
IL-141,Ogle County,Illinois,33.8,113,6.2,27.6
IL-143,Peoria County,Illinois,38.6,117,7.1,31.5
IL-145,Perry County,Illinois,47.6,123,7.7,39.9
IL-147,Piatt County,Illinois,41,123,7.8,33.2
IL-149,Pike County,Illinois,42.2,119,7,35.2
IL-151,Pope County,Illinois,49.6,123,7.7,41.9
IL-153,Pulaski County,Illinois,50,123,7.5,42.5
IL-155,Putnam County,Illinois,37.6,118,7.1,30.5
IL-157,Randolph County,Illinois,47.3,123,7.1,40.2
IL-159,Richland County,Illinois,46,123,8.1,37.9
IL-161,Rock Island County,Illinois,35.1,111,5.6,29.5
IL-163,St. Clair County,Illinois,46.8,124,7.7,39.1
IL-165,Saline County,Illinois,48.7,122,7.7,41
IL-167,Sangamon County,Illinois,42,123,7.5,34.5
IL-169,Schuyler County,Illinois,39.7,114,6.1,33.6
IL-171,Scott County,Illinois,42.6,123,7.4,35.2
IL-173,Shelby County,Illinois,43,124,8,35
IL-175,Stark County,Illinois,37,114,6.6,30.4
IL-177,Stephenson County,Illinois,32.7,112,5.8,26.9
IL-179,Tazewell County,Illinois,40,123,7.9,32.1
IL-181,Union County,Illinois,49.3,123,7.9,41.4
IL-183,Vermilion County,Illinois,40.5,120,6.8,33.7
IL-185,Wabash County,Illinois,47.2,124,8.1,39.1
IL-187,Warren County,Illinois,36.7,113,6.2,30.5
IL-189,Washington County,Illinois,47.2,124,8.2,39
IL-191,Wayne County,Illinois,47.7,125,8.7,39
IL-193,White County,Illinois,48.9,125,8.5,40.4
IL-195,Whiteside County,Illinois,34.6,114,5.9,28.7
IL-197,Will County,Illinois,37,117,6.6,30.4
IL-199,Williamson County,Illinois,48.7,123,7.8,40.9
IL-201,Winnebago County,Illinois,33.7,114,6.4,27.3
IL-203,Woodford County,Illinois,39.2,123,8.1,31.1
IN-001,Adams County,Indiana,40.4,122,8.2,32.2
IN-003,Allen County,Indiana,39.4,120,7.6,31.8
IN-005,Bartholomew County,Indiana,46,124,9,37
IN-007,Benton County,Indiana,39.5,120,7,32.5
IN-009,Blackford County,Indiana,41.7,124,8.5,33.2
IN-011,Boone County,Indiana,41.4,121,7.6,33.8
IN-013,Brown County,Indiana,44.8,123,8.3,36.5
IN-015,Carroll County,Indiana,40.6,119,7.2,33.4
IN-017,Cass County,Indiana,40.1,119,7.4,32.7
IN-019,Clark County,Indiana,48.2,123,8.2,40
IN-021,Clay County,Indiana,44.9,123,8.7,36.2
IN-023,Clinton County,Indiana,41,120,7.5,33.5
IN-025,Crawford County,Indiana,48.2,121,7.5,40.7
IN-027,Daviess County,Indiana,46.9,124,8.5,38.4
IN-029,Dearborn County,Indiana,45.7,121,8.1,37.6
IN-031,Decatur County,Indiana,45.2,123,8.6,36.6
IN-033,DeKalb County,Indiana,37.9,120,7,30.9
IN-035,Delaware County,Indiana,42.5,124,8.8,33.7
IN-037,Dubois County,Indiana,47.7,122,7.7,40
IN-039,Elkhart County,Indiana,38.6,122,8,30.6
IN-041,Fayette County,Indiana,43.6,123,8.5,35.1
IN-043,Floyd County,Indiana,48.7,122,8.4,40.3
IN-045,Fountain County,Indiana,41.3,121,7.2,34.1
IN-047,Franklin County,Indiana,45,123,8.6,36.4
IN-049,Fulton County,Indiana,39.3,120,7.5,31.8
IN-051,Gibson County,Indiana,47.5,124,8,39.5
IN-053,Grant County,Indiana,40.8,123,7.5,33.3
IN-055,Greene County,Indiana,45.9,124,9,36.9
IN-057,Hamilton County,Indiana,42.3,122,8,34.3
IN-059,Hancock County,Indiana,43.3,124,8.5,34.8
IN-061,Harrison County,Indiana,49.2,123,8.3,40.9
IN-063,Hendricks County,Indiana,42,119,7.3,34.7
IN-065,Henry County,Indiana,42.4,123,8.5,33.9
IN-067,Howard County,Indiana,40.6,121,7.4,33.2
IN-069,Huntington County,Indiana,39.5,118,6.7,32.8
IN-071,Jackson County,Indiana,46.6,123,8.4,38.2
IN-073,Jasper County,Indiana,39,120,7.1,31.9
IN-075,Jay County,Indiana,41.4,123,8.3,33.1
IN-077,Jefferson County,Indiana,47,124,8.4,38.6
IN-079,Jennings County,Indiana,46,122,8,38
IN-081,Johnson County,Indiana,43.9,123,8.3,35.6
IN-083,Knox County,Indiana,46.9,125,8.8,38.1
IN-085,Kosciusko County,Indiana,38.9,120,7.5,31.4
IN-087,LaGrange County,Indiana,38.1,121,7.7,30.4
IN-089,Lake County,Indiana,38.4,120,7.2,31.2
IN-091,LaPorte County,Indiana,38.9,121,7.8,31.1
IN-093,Lawrence County,Indiana,46.2,123,8,38.2
IN-095,Madison County,Indiana,42.6,124,8.4,34.2
IN-097,Marion County,Indiana,42.8,120,7.8,35
IN-099,Marshall County,Indiana,38.8,120,7.7,31.1
IN-101,Martin County,Indiana,46.9,123,8.2,38.7
IN-103,Miami County,Indiana,39.8,120,7.2,32.6
IN-105,Monroe County,Indiana,44.5,121,7.8,36.7
IN-107,Montgomery County,Indiana,41.7,121,7.7,34
IN-109,Morgan County,Indiana,43.3,120,7.3,36
IN-111,Newton County,Indiana,38.8,119,6.9,31.9
IN-113,Noble County,Indiana,38.1,120,7.3,30.8
IN-115,Ohio County,Indiana,46.8,122,8.3,38.5
IN-117,Orange County,Indiana,47.4,123,7.9,39.5
IN-119,Owen County,Indiana,44.6,122,8.2,36.4
IN-121,Parke County,Indiana,42.6,121,7.4,35.2
IN-123,Perry County,Indiana,48.7,119,7.2,41.5
IN-125,Pike County,Indiana,47.3,124,8.1,39.2
IN-127,Porter County,Indiana,38.8,120,7.6,31.2
IN-129,Posey County,Indiana,48.7,123,8,40.7
IN-131,Pulaski County,Indiana,39.1,119,7,32.1
IN-133,Putnam County,Indiana,42.6,122,7.2,35.4
IN-135,Randolph County,Indiana,41.6,123,8.1,33.5
IN-137,Ripley County,Indiana,45.4,123,8.1,37.3
IN-139,Rush County,Indiana,44.1,125,8.8,35.3
IN-141,St. Joseph County,Indiana,38.8,122,8,30.8
IN-143,Scott County,Indiana,47.3,124,8.3,39
IN-145,Shelby County,Indiana,44.8,125,8.9,35.9
IN-147,Spencer County,Indiana,48.6,121,7.3,41.3
IN-149,Starke County,Indiana,39,120,7.5,31.5
IN-151,Steuben County,Indiana,37.3,121,7.3,30
IN-153,Sullivan County,Indiana,46.4,126,9.8,36.6
IN-155,Switzerland County,Indiana,47.5,126,8.7,38.8
IN-157,Tippecanoe County,Indiana,41,119,7.4,33.6
IN-159,Tipton County,Indiana,41.4,122,7.9,33.5
IN-161,Union County,Indiana,43.5,122,8.1,35.4
IN-163,Vanderburgh County,Indiana,48.1,123,7.4,40.7
IN-165,Vermillion County,Indiana,42.3,121,7.3,35
IN-167,Vigo County,Indiana,44.9,123,8.8,36.1
IN-169,Wabash County,Indiana,39.3,117,6.6,32.7
IN-171,Warren County,Indiana,40.4,120,7,33.4
IN-173,Warrick County,Indiana,48,122,7.5,40.5
IN-175,Washington County,Indiana,47.2,122,8.3,38.9
IN-177,Wayne County,Indiana,41.9,121,7.6,34.3
IN-179,Wells County,Indiana,40.3,121,7.7,32.6
IN-181,White County,Indiana,39.7,119,7,32.7
IN-183,Whitley County,Indiana,38.6,119,6.8,31.8
IA-001,Adair County,Iowa,34.4,102,5.2,29.2
IA-003,Adams County,Iowa,34.9,103,4.8,30.1
IA-005,Allamakee County,Iowa,28.5,103,4.8,23.7
IA-007,Appanoose County,Iowa,37.1,109,6,31.1
IA-009,Audubon County,Iowa,32.2,100,4.4,27.8
IA-011,Benton County,Iowa,30.4,100,3.8,26.6
IA-013,Black Hawk County,Iowa,29.9,104,4.5,25.4
IA-015,Boone County,Iowa,31.1,97,3.9,27.2
IA-017,Bremer County,Iowa,29.1,105,4.8,24.3
IA-019,Buchanan County,Iowa,29.7,104,4.7,25
IA-021,Buena Vista County,Iowa,26.9,80,2,24.9
IA-023,Butler County,Iowa,29.1,104,4.7,24.4
IA-025,Calhoun County,Iowa,29.5,94,3.4,26.1
IA-027,Carroll County,Iowa,30.8,97,4,26.8
IA-029,Cass County,Iowa,34,100,4.4,29.6
IA-031,Cedar County,Iowa,34,115,6.1,27.9
IA-033,Cerro Gordo County,Iowa,27,100,4.2,22.8
IA-035,Cherokee County,Iowa,27.3,79,2.2,25.1
IA-037,Chickasaw County,Iowa,28.7,108,5.2,23.5
IA-039,Clarke County,Iowa,35.3,104,5,30.3
IA-041,Clay County,Iowa,26.1,80,2.3,23.8
IA-043,Clayton County,Iowa,29.6,105,5,24.6
IA-045,Clinton County,Iowa,34.2,114,6,28.2
IA-047,Crawford County,Iowa,30.8,96,3.7,27.2
IA-049,Dallas County,Iowa,33.3,100,4.2,29.1
IA-051,Davis County,Iowa,36.6,106,5.4,31.2
IA-053,Decatur County,Iowa,36,106,5.2,30.8
IA-055,Delaware County,Iowa,30.2,110,5.2,25
IA-057,Des Moines County,Iowa,36.8,114,5.8,31
IA-059,Dickinson County,Iowa,25.2,79,2.4,22.8
IA-061,Dubuque County,Iowa,30.8,110,5.2,25.6
IA-063,Emmet County,Iowa,25.7,85,3.3,22.4
IA-065,Fayette County,Iowa,28.8,106,4.8,24
IA-067,Floyd County,Iowa,28.3,105,5,23.3
IA-069,Franklin County,Iowa,28.4,101,4.6,23.8
IA-071,Fremont County,Iowa,36.3,95,4.1,32.2
IA-073,Greene County,Iowa,31.2,96,3.8,27.4
IA-075,Grundy County,Iowa,29.8,104,4.4,25.4
IA-077,Guthrie County,Iowa,32.8,100,4.4,28.4
IA-079,Hamilton County,Iowa,28.8,93,3.2,25.6
IA-081,Hancock County,Iowa,26.5,90,3.2,23.3
IA-083,Hardin County,Iowa,29.5,101,4.3,25.2
IA-085,Harrison County,Iowa,32.4,94,3.4,29
IA-087,Henry County,Iowa,36.4,111,5.4,31
IA-089,Howard County,Iowa,27.7,110,5.5,22.2
IA-091,Humboldt County,Iowa,28.1,94,3.2,24.9
IA-093,Ida County,Iowa,28.9,88,2.6,26.3
IA-095,Iowa County,Iowa,32.8,105,4.8,28
IA-097,Jackson County,Iowa,33,112,5.8,27.2
IA-099,Jasper County,Iowa,33,104,4.6,28.4
IA-101,Jefferson County,Iowa,35.4,105,4.9,30.5
IA-103,Johnson County,Iowa,33.8,109,5.4,28.4
IA-105,Jones County,Iowa,32.4,114,5.8,26.6
IA-107,Keokuk County,Iowa,34.4,107,5.4,29
IA-109,Kossuth County,Iowa,26.8,94,3.6,23.2
IA-111,Lee County,Iowa,37.4,109,5.1,32.3
IA-113,Linn County,Iowa,31.1,105,4.5,26.6
IA-115,Louisa County,Iowa,36.7,115,6.2,30.5
IA-117,Lucas County,Iowa,35.6,106,5.2,30.4
IA-119,Lyon County,Iowa,24.2,66,0.2,24
IA-121,Madison County,Iowa,35,104,5.2,29.8
IA-123,Mahaska County,Iowa,34.3,106,4.9,29.4
IA-125,Marion County,Iowa,34.5,104,4.6,29.9
IA-127,Marshall County,Iowa,31.1,102,4.2,26.9
IA-129,Mills County,Iowa,35.1,97,3.8,31.3
IA-131,Mitchell County,Iowa,27.5,107,5.6,21.9
IA-133,Monona County,Iowa,31,89,2.9,28.1
IA-135,Monroe County,Iowa,35.6,105,5.1,30.5
IA-137,Montgomery County,Iowa,35.1,102,4.5,30.6
IA-139,Muscatine County,Iowa,35.7,115,6.2,29.5
IA-141,O'Brien County,Iowa,26,78,1.9,24.1
IA-143,Osceola County,Iowa,24.7,74,1.5,23.2
IA-145,Page County,Iowa,36.4,102,4.9,31.5
IA-147,Palo Alto County,Iowa,26.4,83,2.8,23.6
IA-149,Plymouth County,Iowa,26.4,65,0.4,26
IA-151,Pocahontas County,Iowa,27.8,89,2.8,25
IA-153,Polk County,Iowa,32.8,98,3.8,29.1
IA-155,Pottawattamie County,Iowa,33.6,94,3.3,30.3
IA-157,Poweshiek County,Iowa,32.4,105,4.6,27.8
IA-159,Ringgold County,Iowa,35.5,103,4.8,30.7
IA-161,Sac County,Iowa,28.8,91,2.8,26
IA-163,Scott County,Iowa,34.4,112,5.5,28.9
IA-165,Shelby County,Iowa,32.1,96,3.6,28.5
IA-167,Sioux County,Iowa,24.7,61,-0.3,25
IA-169,Story County,Iowa,31.1,98,4.1,27
IA-171,Tama County,Iowa,30.7,102,4.1,26.6
IA-173,Taylor County,Iowa,35.9,104,5.2,30.7
IA-175,Union County,Iowa,35.1,104,5,30.1
IA-177,Van Buren County,Iowa,36.1,103,4.4,31.7
IA-179,Wapello County,Iowa,35.2,104,4.8,30.4
IA-181,Warren County,Iowa,34.5,101,4.2,30.3
IA-183,Washington County,Iowa,35.3,112,5.8,29.5
IA-185,Wayne County,Iowa,36.4,108,5.5,30.9
IA-187,Webster County,Iowa,29.2,93,3.3,25.9
IA-189,Winnebago County,Iowa,25.9,94,3.6,22.3
IA-191,Winneshiek County,Iowa,28.4,109,5.4,23
IA-193,Woodbury County,Iowa,29,75,1.9,27.1
IA-195,Worth County,Iowa,26.6,104,4.8,21.8
IA-197,Wright County,Iowa,27.7,92,3.2,24.5
KS-001,Allen County,Kansas,46.5,117,6.5,40
KS-003,Anderson County,Kansas,44.8,113,6,38.8
KS-005,Atchison County,Kansas,41.7,110,6.1,35.6
KS-007,Barber County,Kansas,49.4,112,6.4,43
KS-009,Barton County,Kansas,42.8,86,3.2,39.6
KS-011,Bourbon County,Kansas,47.5,120,7.5,40
KS-013,Brown County,Kansas,39.8,106,5.4,34.4
KS-015,Butler County,Kansas,47.4,117,7,40.4
KS-017,Chase County,Kansas,44.7,113,6.1,38.6
KS-019,Chautauqua County,Kansas,50.2,120,7.3,43
KS-021,Cherokee County,Kansas,50.3,120,7.8,42.5
KS-023,Cheyenne County,Kansas,35.9,29,-4.2,40.1
KS-025,Clark County,Kansas,49.9,102,5,44.9
KS-027,Clay County,Kansas,41.2,92,4.1,37.1
KS-029,Cloud County,Kansas,40.6,92,4,36.6
KS-031,Coffey County,Kansas,45.1,113,6,39.1
KS-033,Comanche County,Kansas,49.8,107,5.8,44
KS-035,Cowley County,Kansas,49.9,121,7.8,42.1
KS-037,Crawford County,Kansas,48.7,120,7.5,41.2
KS-039,Decatur County,Kansas,36.7,36,-2.1,38.8
KS-041,Dickinson County,Kansas,42.9,100,4.9,38
KS-043,Doniphan County,Kansas,40.6,107,5.7,34.9
KS-045,Douglas County,Kansas,43.6,112,6.2,37.4
KS-047,Edwards County,Kansas,46.7,99,5,41.7
KS-049,Elk County,Kansas,49.1,120,7.4,41.7
KS-051,Ellis County,Kansas,41.4,59,1.4,40
KS-053,Ellsworth County,Kansas,43.6,101,5.1,38.5
KS-055,Finney County,Kansas,44.3,71,1.9,42.4
KS-057,Ford County,Kansas,47,91,3.9,43.1
KS-059,Franklin County,Kansas,44.1,114,6,38.1
KS-061,Geary County,Kansas,42.6,99,5,37.6
KS-063,Gove County,Kansas,40.4,49,-0.7,41.1
KS-065,Graham County,Kansas,39.5,52,-0.3,39.8
KS-067,Grant County,Kansas,46.2,69,1.7,44.5
KS-069,Gray County,Kansas,45.9,79,2.9,43
KS-071,Greeley County,Kansas,41,47,-0.3,41.3
KS-073,Greenwood County,Kansas,47.2,118,6.9,40.3
KS-075,Hamilton County,Kansas,44.4,59,1.4,43
KS-077,Harper County,Kansas,49.7,114,6.9,42.8
KS-079,Harvey County,Kansas,46,113,6,40
KS-081,Haskell County,Kansas,45.8,71,1.9,43.9
KS-083,Hodgeman County,Kansas,45.6,82,2.9,42.7
KS-085,Jackson County,Kansas,41.3,107,5.4,35.9
KS-087,Jefferson County,Kansas,42.6,112,6,36.6
KS-089,Jewell County,Kansas,39.7,89,3.8,35.9
KS-091,Johnson County,Kansas,43.9,117,6.8,37.1
KS-093,Kearny County,Kansas,44.6,71,2,42.6
KS-095,Kingman County,Kansas,47.5,111,6,41.5
KS-097,Kiowa County,Kansas,48.1,104,5.4,42.7
KS-099,Labette County,Kansas,49.9,121,7.5,42.4
KS-101,Lane County,Kansas,42.8,62,1.1,41.7
KS-103,Leavenworth County,Kansas,43.6,116,6.9,36.7
KS-105,Lincoln County,Kansas,42.8,94,4.9,37.9
KS-107,Linn County,Kansas,46.2,119,7.2,39
KS-109,Logan County,Kansas,40,44,-1,41
KS-111,Lyon County,Kansas,44.9,116,6.6,38.3
KS-113,McPherson County,Kansas,44.6,111,6.2,38.4
KS-115,Marion County,Kansas,44.7,113,6.2,38.5
KS-117,Marshall County,Kansas,38.5,91,3.4,35.1
KS-119,Meade County,Kansas,49,94,4.1,45
KS-121,Miami County,Kansas,44.7,117,6.7,38
KS-123,Mitchell County,Kansas,40.8,87,3.6,37.2
KS-125,Montgomery County,Kansas,49.7,120,7,42.7
KS-127,Morris County,Kansas,43.5,113,6,37.5
KS-129,Morton County,Kansas,47.6,62,1.4,46.2
KS-131,Nemaha County,Kansas,38.8,98,4.1,34.7
KS-133,Neosho County,Kansas,48.1,120,6.9,41.2
KS-135,Ness County,Kansas,42.8,59,0.9,41.9
KS-137,Norton County,Kansas,37.6,50,-0.7,38.3
KS-139,Osage County,Kansas,43.5,104,5.5,38
KS-141,Osborne County,Kansas,40.4,65,1.8,38.6
KS-143,Ottawa County,Kansas,42,94,4.6,37.4
KS-145,Pawnee County,Kansas,44.6,89,4.1,40.5
KS-147,Phillips County,Kansas,38.2,57,-0.2,38.4
KS-149,Pottawatomie County,Kansas,40.7,100,4.4,36.3
KS-151,Pratt County,Kansas,46.8,107,5.7,41.1
